ID,Institución,Trámite,URL,URL Catálogo
1820,Ministerio de Salud Pública y Asistencia Social -MSPAS-,"Licencia Sanitaria para Formuladora de Plaguicidas Agrícolas  (Quimicos, Botanicos Y Microbiologicos)",https://www.mspas.gob.gt/comision-de-plaguicidas,https://tramites.gob.gt/servicio/1820/
1821,Ministerio de Salud Pública y Asistencia Social -MSPAS-,"Licencia Sanitaria para Plantas que Sintetizan, Fabrican, Formulan Y/0 Envasan Fertilizantes Agricolas, Abonos y Sustancias Afines (Enmiendas) Agricolas",https://www.mspas.gob.gt/comision-de-plaguicidas,https://tramites.gob.gt/servicio/1821/
1822,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Licencia Sanitaria para Venta y/o Almacenamiento de Agroquimicos,https://www.mspas.gob.gt/comision-de-plaguicidas,https://tramites.gob.gt/servicio/1822/
1823,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Programa de Registro Sanitario de Referencia de Alimentos,https://www.mspas.gob.gt/servicios-disponibles-salud-y-ambiente,https://tramites.gob.gt/servicio/1823/
1824,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Programa de Vigilancia de Alimentos,http://portal.lns.gob.gt/,https://tramites.gob.gt/servicio/1824/
1825,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Programa de Registro sanitario de alimentos,http://portal.lns.gob.gt/,https://tramites.gob.gt/servicio/1825/
1826,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Programa de Alimentos fortificados,http://portal.lns.gob.gt/,https://tramites.gob.gt/servicio/1826/
1833,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Certificaciones de actas de toma de posesión,https://www.mspas.gob.gt/tramites-direcciones-generales#758-tramites-externos,https://tramites.gob.gt/servicio/1833/
1843,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Licencia de traslado sanitario de cadáveres dentro del territorio nacional,https://www.mspas.gob.gt/tramites-direcciones-generales#758-tramites-externos,https://tramites.gob.gt/servicio/1843/
1844,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Licencia de traslado sanitario de cadáveres al extranjero,https://www.mspas.gob.gt/tramites-direcciones-generales#758-tramites-externos,https://tramites.gob.gt/servicio/1844/
1845,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Exhumaciones de orden judicial área metropolitana,https://www.mspas.gob.gt/tramites-direcciones-generales#758-tramites-externos,https://tramites.gob.gt/servicio/1845/
1914,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Constancia de cursos aprobados - Técnicos Universitarios en Enfermería,https://www.mspas.gob.gt/tramites-direcciones-generales,https://tramites.gob.gt/servicio/1914/
1915,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro Electrónico de Contratos Individuales de Trabajo -RECIT-,https://recit.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1915/
1916,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro Electrónico de Reglamentos Interiores de Trabajo,https://rerit.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1916/
1917,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Libro Electrónico de Salarios,https://librosalarios.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1917/
1918,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Emisión de Solvencias de Faltas de Trabajo y Previsión Social de Forma Electrónica,https://solvencias.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1918/
1919,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Programa de Aporte Económico del Adulto Mayor,https://www.mintrabajo.gob.gt/index.php/servicios/servicios-adulto-mayor,https://tramites.gob.gt/servicio/1919/
1920,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Atención al usuario (a) y orientación sobre sus derechos laborales de la Sección Mujer Trabajadora.,https://www.mintrabajo.gob.gt/index.php/servicios/mujer-trabajadora,https://tramites.gob.gt/servicio/1920/
1921,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro de Médicos que elaboran y firman Planes de Salud y Seguridad Ocupacional,https://dgps-sso.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1921/
1922,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro de Monitores y Planes de Prevención de Riesgos Laborales y de Salud y Seguridad Ocupacional,https://dgps-sso.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1922/
1923,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro de Comités de Salud y Seguridad Ocupacional,https://dgps-sso.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1923/
1924,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro de empresas e instituciones capacitadoras en Salud y Seguridad Ocupacional,https://dgps-sso.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1924/
1925,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Habilitación del Libro de Actas de Comités de Salud y Seguridad Ocupacional,https://dgps-sso.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1925/
1926,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro de Personas Individuales y Profesionales Diversos en Salud y Seguridad Ocupacional,https://dgps-sso.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1926/
1927,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro de Accidentes Laborales,https://docs.google.com/forms/d/e/1FAIpQLSezjHEpGnKHelzEjxnx1HwONF39wxWG6V2g8LJFlrGcx1K5WQ/viewform,https://tramites.gob.gt/servicio/1927/
1928,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Recepción de denuncias laborales de Salud y Seguridad Ocupacional,https://dgps-sso.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1928/
1929,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Asesoría y capacitación a empleadores y trabajadores del sector privado y público en relación a Salud y Seguridad Ocupacional,https://dgps-sso.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1929/
1930,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Homologación de Pactos Colectivos de Condiciones de Trabajo de empresa o centro de producción determinado,https://www.mintrabajo.gob.gt/index.php/documentacion/pactos-colectivos,https://tramites.gob.gt/servicio/1930/
1931,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Reserva de centros vacacionales del Estado,https://reservaciones.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1931/
1932,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Solicitud de Acceso a la Información Pública,https://uip.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1932/
1933,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Denuncias por corrupción dentro del Ministerio de Trabajo y Previsión Social,https://denuncias.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1933/
1934,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Programa de Trabajo Temporal,https://tuempleo.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1934/
1935,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Servicio Nacional de Empleo,https://tuempleo.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1935/
1936,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Permisos de Trabajo de Personas Extranjeras,https://www.mintrabajo.gob.gt/index.php/dge/permisos-de-trabajo-a-extranjeros,https://tramites.gob.gt/servicio/1936/
1937,Ministerio de Trabajo y Previsión Social -MINTRABAJO-,Registro de profesiones y técnicas que no tienen carácter universitario,https://becaempleo.mintrabajo.gob.gt/,https://tramites.gob.gt/servicio/1937/
1939,Oficina Nacional de Servicio Civil -ONSEC-,Pensión Civil por Jubilación,http://www.onsec.gob.gt/w1/index.php/pensiones-por-jubilacion/,https://tramites.gob.gt/servicio/1939/
1940,Oficina Nacional de Servicio Civil -ONSEC-,Pensión Civil por Viudez,https://www.onsec.gob.gt/w1/index.php/pension-por-viudez/,https://tramites.gob.gt/servicio/1940/
1942,Oficina Nacional de Servicio Civil -ONSEC-,Pensión Civil por Orfandad,http://www.onsec.gob.gt/w1/index.php/pension-por-orfandad/,https://tramites.gob.gt/servicio/1942/
1943,Oficina Nacional de Servicio Civil -ONSEC-,Pensión Civil por Invalidez,https://www.onsec.gob.gt/w1/index.php/pension-civil-por-invalidez/,https://tramites.gob.gt/servicio/1943/
1944,Oficina Nacional de Servicio Civil -ONSEC-,Pensión Civil por Viudez y Orfandad,https://www.onsec.gob.gt/w1/index.php/pension-por-viudez/,https://tramites.gob.gt/servicio/1944/
1945,Oficina Nacional de Servicio Civil -ONSEC-,Pensión Especial a Favor de Padres,http://www.onsec.gob.gt/w1/index.php/pensiones-especiales/,https://tramites.gob.gt/servicio/1945/
1946,Oficina Nacional de Servicio Civil -ONSEC-,Revisión a la Jubilación,http://www.onsec.gob.gt/w1/index.php/revision-a-la-jubilacion/,https://tramites.gob.gt/servicio/1946/
1947,Oficina Nacional de Servicio Civil -ONSEC-,Certificaciones de Tiempo de Servicio,https://www.onsec.gob.gt/w1/index.php/certificacion-de-servicio/,https://tramites.gob.gt/servicio/1947/
1948,Oficina Nacional de Servicio Civil -ONSEC-,Prestaciones Post  Mortem,http://www.onsec.gob.gt/w1/index.php/prestaciones-post-mortem/,https://tramites.gob.gt/servicio/1948/
1949,Oficina Nacional de Servicio Civil -ONSEC-,Extensión a la Orfandad,http://www.onsec.gob.gt/w1/index.php/extension-por-orfandad/,https://tramites.gob.gt/servicio/1949/
1950,Oficina Nacional de Servicio Civil -ONSEC-,"Contribución voluntaria al Régimen Artículo 19, ""Voluntaria""",https://www.onsec.gob.gt/w1/index.php/contribucion-voluntaria/,https://tramites.gob.gt/servicio/1950/
1951,Oficina Nacional de Servicio Civil -ONSEC-,"Contribución voluntaria al Régimen Artículo 20, ""Voluntaria por Cese""",https://www.onsec.gob.gt/w1/index.php/contribucion-voluntaria/,https://tramites.gob.gt/servicio/1951/
1955,Oficina Nacional de Servicio Civil -ONSEC-,Rehabilitación Administrativa,http://www.onsec.gob.gt/w1/index.php/rehabilitacion-administrativa/,https://tramites.gob.gt/servicio/1955/
1956,Secretaría de Bienestar Social de la Presidencia de la República -SBS-,Autorización de Centros de Cuidado Infantil Diario,https://www.sbs.gob.gt/inicio_formulario/,https://tramites.gob.gt/servicio/1956/
1957,Secretaría de Obras Sociales de la Esposa del Presidente -SOSEP-,Hogares Comunitarios,http://www.sosep.gob.gt/?page_id=15516,https://tramites.gob.gt/servicio/1957/
1958,Secretaría de Obras Sociales de la Esposa del Presidente -SOSEP-,Mejoramiento de las Condiciones Socioeconómicas de la Mujer,http://www.sosep.gob.gt/?page_id=15516,https://tramites.gob.gt/servicio/1958/
1959,Secretaría de Obras Sociales de la Esposa del Presidente -SOSEP-,Servicio Social,http://www.sosep.gob.gt/?page_id=15516,https://tramites.gob.gt/servicio/1959/
1960,Secretaría de Obras Sociales de la Esposa del Presidente -SOSEP-,Mis Años Dorados,http://www.sosep.gob.gt/?page_id=15516,https://tramites.gob.gt/servicio/1960/
1961,Secretaría de Planificación y Programación de la Presidencia -SEGEPLAN-,Primera solicitud de beca nacional,https://becas.segeplan.gob.gt/,https://tramites.gob.gt/servicio/1961/
1962,Secretaría de Planificación y Programación de la Presidencia -SEGEPLAN-,Renovación de estudios,https://becas.segeplan.gob.gt/,https://tramites.gob.gt/servicio/1962/
1963,Secretaría Ejecutiva de la Comisión Contra las Adicciones y el Tráfico Ilícito de Drogas - SECCATID -,Solicitud para aplicación de Metodologías de Prevención,https://www.seccatid.gob.gt/servicios-en-linea/formulario-de-solicitud-para-aplicacion-de-metodologias-de-prevencion-seccatid,https://tramites.gob.gt/servicio/1963/
1964,Secretaría Ejecutiva de la Comisión Contra las Adicciones y el Tráfico Ilícito de Drogas - SECCATID -,Solicitud de atención para  tratamiento a drogodependientes en Centros de Tratamiento Ambulatorio,https://www.seccatid.gob.gt/servicios-en-linea/formulario-solicitud-centro-de-tratamiento,https://tramites.gob.gt/servicio/1964/
1965,Secretaría Ejecutiva de la Comisión Contra las Adicciones y el Tráfico Ilícito de Drogas - SECCATID -,"Solicitud de capacitaciones de tratamiento, rehabilitación y reinserción de drogodependientes",https://www.seccatid.gob.gt/servicios-en-linea/formulario-de-capacitacion-para-asistencia-de-drogodependientes,https://tramites.gob.gt/servicio/1965/
1966,Secretaría Ejecutiva de la Comisión Contra las Adicciones y el Tráfico Ilícito de Drogas - SECCATID -,Solicitud para ingresar al Centro de Documentación,https://www.seccatid.gob.gt/servicios-en-linea/formulario-de-solicitud-para-ingresar-al-cedoc,https://tramites.gob.gt/servicio/1966/
1967,Secretaría Nacional de Ciencia y Tecnología -SENACYT-,[Proyectos] Solicitud de Financiamiento de proyectos y actividades a través del FONACYT,https://e.senacyt.gob.gt,https://tramites.gob.gt/servicio/1967/
1968,Secretaría Nacional de Ciencia y Tecnología -SENACYT-,[DNI] Solicitud de registro al Directorio Nacional de Investigadores,https://nis.senacyt.gob.gt/portal/index.php/plataforma/dni,https://tramites.gob.gt/servicio/1968/
1969,Secretaría Nacional de Ciencia y Tecnología -SENACYT-,Solicitud de información pública de oficio,https://www.senacyt.gob.gt/portal/index.php/transparencia-senacyt/solicitud-laip,https://tramites.gob.gt/servicio/1969/
1970,Secretaría Nacional de Ciencia y Tecnología -SENACYT-,Solicitud de Constancia laboral o Constancia de Ingresos,jescobar@senacyt.gob.gt,https://tramites.gob.gt/servicio/1970/
1971,Secretaría Nacional de Ciencia y Tecnología -SENACYT-,[DNE] Solicitud de registro al Directorio Nacional de Entidades,https://nis.senacyt.gob.gt/portal/index.php/plataforma/dne,https://tramites.gob.gt/servicio/1971/
1972,Secretaría Nacional de Ciencia y Tecnología -SENACYT-,Solicitud de acreditación como representante en Comisiones técnicas,https://comisiones.senacyt.gob.gt/portal/index.php/13-eservicios/295-formar-parte,https://tramites.gob.gt/servicio/1972/
1973,Secretaría Nacional de Ciencia y Tecnología -SENACYT-,Solicitud de registro de miembros en RedCTi,e.senacyt.gob.gt,https://tramites.gob.gt/servicio/1973/
1974,Secretaría Privada de la Presidencia -SPP-,Solicitudes dirigidas al Señor Presidente de la República de Guatemala.,http://www.secretariaprivada.gob.gt/cnst.html,https://tramites.gob.gt/servicio/1974/
2385,Ministerio de Desarrollo Social -MIDES-,Formulario electrónico que permite realizar la solicitud para el ingreso del programa Beca Social Educación Media.,https://tramites.mides.gob.gt/Vista/Solicitud/ProgramasSociales/frmSolicitudBeneficio.aspx,https://tramites.gob.gt/servicio/2385/
2386,Ministerio de Desarrollo Social -MIDES-,Solicitud de Ingreso al Programa Beca Social Artesano.,https://tramites.mides.gob.gt/Vista/Solicitud/ProgramasSociales/frmSolicitudBeneficio.aspx,https://tramites.gob.gt/servicio/2386/
2388,Ministerio de Energía y Minas -MEM-,Renovación de licencia de operación de estación de servicio (gasolinera) y depósito de almacenamiento,https://mem.gob.gt/que-hacemos/hidrocarburos/servicios-hidrocarburos/requisitos/,https://tramites.gob.gt/servicio/2388/
2389,Ministerio de Energía y Minas -MEM-,Renovación de licencia de modificación de instalaciones de almacenamiento,https://mem.gob.gt/que-hacemos/hidrocarburos/servicios-hidrocarburos/requisitos/,https://tramites.gob.gt/servicio/2389/
2390,Ministerio de Energía y Minas -MEM-,Licencia de operación de expendio de gas licuado de petróleo (GLP) envasado en cilindros metálicos portátiles para uso doméstico,https://mem.gob.gt/wp-content/uploads/2021/05/16-Licencia-de-operacion-de-expendio-de-GLP-envasado-en-cilindros-metalicos-portatiles.pdf,https://tramites.gob.gt/servicio/2390/
2391,Ministerio de Energía y Minas -MEM-,Renovación de licencia de operación de expendio de gas licuado de petróleo (GLP) envasado en cilindros metálicos portátiles para uso doméstico,https://mem.gob.gt/wp-content/uploads/2021/06/01-Renovacion-licencia-de-operacion-expendio-de-GLP-envasado-en-cilindros-metalicos.pdf,https://tramites.gob.gt/servicio/2391/
2392,Ministerio de Energía y Minas -MEM-,"Renovación de licencia de transporte de petróleo, productos petroleros y gas natural",https://mem.gob.gt/wp-content/uploads/2022/04/03-Renovacion-de-licencia-de-transporte-de-petroleo-y-productos-petroleros-por-unidad-movil-22032022.pdf,https://tramites.gob.gt/servicio/2392/
2393,Ministerio de Energía y Minas -MEM-,Cancelación de licencia,https://mem.gob.gt/wp-content/uploads/2021/10/S-01_28092021-Editable.pdf,https://tramites.gob.gt/servicio/2393/
2394,Ministerio de Energía y Minas -MEM-,"Solicitud de solvencia financiera, por no titulares de derechos mineros o titulares, para gestionar adjudicación, prórroga, cesión o ampliación de derechos mineros",https://mem.gob.gt/unidad-de-fiscalizacion/,https://tramites.gob.gt/servicio/2394/
2395,Ministerio de Energía y Minas -MEM-,Calificación y aplicación de incentivos fiscales para proyectos que utilizan recursos energéticos renovables -eólica-,https://mem.gob.gt/energias-renovables/,https://tramites.gob.gt/servicio/2395/
2396,Ministerio de Energía y Minas -MEM-,Calificación y aplicación de incentivos fiscales para proyectos que utilizan recursos energéticos renovables -biomasa-,https://mem.gob.gt/energias-renovables/,https://tramites.gob.gt/servicio/2396/
2397,Ministerio de Energía y Minas -MEM-,Autorización para impartir cursos de radiaciones no ionizantes,https://mem.gob.gt/proteccion-radiologica-dpsr/,https://tramites.gob.gt/servicio/2397/
2398,Ministerio de Energía y Minas -MEM-,Autorización de personas para operar equipos de radiaciones no ionizantes,https://mem.gob.gt/proteccion-radiologica-dpsr/,https://tramites.gob.gt/servicio/2398/
2399,Ministerio de Energía y Minas -MEM-,Autorización de entidades que realizan mediciones de radiaciones no ionizantes,https://mem.gob.gt/proteccion-radiologica-dpsr/,https://tramites.gob.gt/servicio/2399/
2400,Ministerio de Energía y Minas -MEM-,Dictamen de evaluación de radiaciones no ionizantes,https://mem.gob.gt/proteccion-radiologica-dpsr/,https://tramites.gob.gt/servicio/2400/
2402,Ministerio de Energía y Minas -MEM-,Cambio de registro de operación,https://mem.gob.gt/que-hacemos/hidrocarburos/servicios-hidrocarburos/requisitos/,https://tramites.gob.gt/servicio/2402/
2403,Ministerio de Energía y Minas -MEM-,Licencia de calibración de tanques estacionarios,https://mem.gob.gt/calibracion-2/,https://tramites.gob.gt/servicio/2403/
2404,Ministerio de Energía y Minas -MEM-,Licencia de calibración de equipo de despacho,https://mem.gob.gt/calibracion-2/,https://tramites.gob.gt/servicio/2404/
2405,Ministerio de Energía y Minas -MEM-,Licencia de calibración de autotanques,https://mem.gob.gt/calibracion-2/,https://tramites.gob.gt/servicio/2405/
2406,Ministerio de Energía y Minas -MEM-,"Licencias de importación, exportación, fabricación, o reparación de cilindros portátiles y tanques para envasar gas licuado de petróleo (GLP)",https://mem.gob.gt/glp/,https://tramites.gob.gt/servicio/2406/
2407,Ministerio de Energía y Minas -MEM-,Licencia de marchamos,https://mem.gob.gt/que-hacemos/hidrocarburos/servicios-hidrocarburos/requisitos/,https://tramites.gob.gt/servicio/2407/
2419,Gobernación Departamental de Chimaltenango,Solicitud de autorización para colecta pública,https://goberchimaltenango.gob.gt/registro-cocodes-y-colectas-publicas/,https://tramites.gob.gt/servicio/2419/
2421,Ministerio de Salud Pública y Asistencia Social -MSPAS-,Licencia Sanitaria para establecimientos de alimentos preparados,https://www.mspas.gob.gt,https://tramites.gob.gt/servicio/2421/
2422,Gobernación Departamental de Huehuetenango,Solicitud de Audiencia con Gobernador,https://gobernacionhuehuetenango.gob.gt/w/servicios/,https://tramites.gob.gt/servicio/2422/
2423,Gobernación Departamental de Huehuetenango,Autorización de Colectas Públicas,https://gobernacionhuehuetenango.gob.gt/w/servicios/,https://tramites.gob.gt/servicio/2423/
2424,Gobernación Departamental de Jalapa,AUTORIZACIÓN DE RECAUDACIÓN DE COLECTA PÚBLICA CONSEJOS COMUNITARIO DE DESARROLLO,https://gobernacionjalapa.gob.gt/autorizacion-de-recaudacion-o-colecta-publica-consejos-comunitarios-de-desarrollo/,https://tramites.gob.gt/servicio/2424/
2425,Gobernación Departamental de Jalapa,AUTORIZACIÓN DE RIFAS,https://gobernacionjalapa.gob.gt/formulario-de-solicitud-para-solicitud-de-rifas/,https://tramites.gob.gt/servicio/2425/
2426,Gobernación Departamental de Jalapa,CERTIFICACIÓN DE ACTAS GENERALES,https://gobernacionjalapa.gob.gt/formulario-para-certificacion-de-actas-generales/,https://tramites.gob.gt/servicio/2426/
2427,Gobernación Departamental de Jalapa,DECLARACIÓN DE ALERTA PARA ATENCIÓN DE DESASTRES,https://gobernacionjalapa.gob.gt/requisitos-para-declaracion-de-alerta-para-atencion-de-desastres/,https://tramites.gob.gt/servicio/2427/
2428,Gobernación Departamental de Huehuetenango,Autorización de Licencia Administrativa para la tenencia de Animales Peligrosos y/o potencialmente peligrosos.,https://gobernacionhuehuetenango.gob.gt/w/servicios/,https://tramites.gob.gt/servicio/2428/
2429,Gobernación Departamental de Jalapa,DENUNCIA DE DERECHO DE VÍA PÚBLICA,https://gobernacionjalapa.gob.gt/formulario-para-denuncias-de-derecho-de-via/,https://tramites.gob.gt/servicio/2429/
2430,Gobernación Departamental de Jalapa,ACTA DE SUPERVIVENCIA PARA PERSONAS JUBILADAS POR LAS INSTITUCIONES DEL ESTADO,pendiente,https://tramites.gob.gt/servicio/2430/
2431,Gobernación Departamental de Jalapa,FORMACIÓN DE EXPEDIENTE DE PENSIONADO DEL ESTADO,https://gobernacionjalapa.gob.gt/requisitos-para-formacion-de-expedientes-para-pensionados-del-estado/,https://tramites.gob.gt/servicio/2431/
2432,Gobernación Departamental de Jalapa,SOLICITUD DE ACCESO A LA INFORMACIÓN PÚBLICA,https://gobernacionjalapa.gob.gt/formulario-para-solicitud-de-informacion-ley-de-acceso-a-la-informacion-publica/,https://tramites.gob.gt/servicio/2432/
2433,Gobernación Departamental de Jalapa,SOLICITUD DE AUDIENCIA,https://gobernacionjalapa.gob.gt/requisitos-para-solicitud-de-audiencia/,https://tramites.gob.gt/servicio/2433/
2434,Gobernación Departamental de Jalapa,RECEPCIÓN DE NOTIFICACIONES DE REUNIONES Y MANIFESTACIONES,https://gobernacionjalapa.gob.gt/formulario-para-recepcion-de-notificaciones-de-reuniones-y-manifestaciones/,https://tramites.gob.gt/servicio/2434/
2435,Gobernación Departamental de Jalapa,SUSTANCIACIÓN DE NATURALIZACIÓN CONCESIVA,https://gobernacionjalapa.gob.gt/formulario-de-solicitud-para-naturalizacion-concesiva/,https://tramites.gob.gt/servicio/2435/
2436,Gobernación Departamental de Jalapa,TRÁMITE PARA INGRESO DE EXPEDIENTE DE PERSONERÍA JURÍDICA,https://gobernacionjalapa.gob.gt/formulario-de-solicitud-de-inscripcion-de-persona-juridicas-nueva/,https://tramites.gob.gt/servicio/2436/
2437,Gobernación Departamental de Jalapa,TRÁMITE DE SOBREVIVENCIAS DE ADULTO MAYOR,https://gobernacionjalapa.gob.gt/requisitos-para-tramite-de-supervivencia-de-adulto-mayor/,https://tramites.gob.gt/servicio/2437/
2438,Gobernación Departamental de Huehuetenango,Autorización de Rifas,https://gobernacionhuehuetenango.gob.gt/w/servicios/,https://tramites.gob.gt/servicio/2438/
2439,Gobernación Departamental de Jalapa,SOLICITUD PARA ACTIVIDADES EN LA VÍA PÚBLICA,https://gobernacionjalapa.gob.gt/formulario-de-solicitud-para-actividades-en-la-via-publica/,https://tramites.gob.gt/servicio/2439/
2440,Gobernación Departamental de Jalapa,SOLICITUD PARA LA BANDA DE MÚSICA CIVIL,https://gobernacionjalapa.gob.gt/formulario-de-solicitud-para-la-banda-de-musica-civil/,https://tramites.gob.gt/servicio/2440/
2441,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Renovación de licencia de transporte extraurbano de pasajeros,https://dgt.gob.gt/wp-content/uploads/2022/05/Renovacion-de-licencia.pdf,https://tramites.gob.gt/servicio/2441/
2442,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",PERMISOS EXPRESOS,https://dgt.gob.gt/wp-content/uploads/2022/05/Permiso-expreso.pdf,https://tramites.gob.gt/servicio/2442/
2443,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",PERMISO TEMPORAL,https://dgt.gob.gt/wp-content/uploads/2022/05/Permiso-temporal.pdf,https://tramites.gob.gt/servicio/2443/
2444,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",LICENCIA DE SERVICIO EXCLUSIVO DE TURISMO,https://dgt.gob.gt/wp-content/uploads/2022/05/Servicio-exclusivo-de-turismo.pdf,https://tramites.gob.gt/servicio/2444/
2445,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Renovación de licencia para servicio exclusivo de turismo,https://dgt.gob.gt/wp-content/uploads/2022/05/Renovacion-de-licencia-de-servicio-exclusivo-de-turismo.pdf,https://tramites.gob.gt/servicio/2445/
2446,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",TRASPASO DE LICENCIA DE TRANSPORTE EXTRAURBANO DE PASAJEROS,https://dgt.gob.gt/wp-content/uploads/2022/05/Traspaso-de-licencia.pdf,https://tramites.gob.gt/servicio/2446/
2447,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",CAMBIO DE VEHICULO,https://dgt.gob.gt/wp-content/uploads/2022/05/Cambio-de-vehiculo.pdf,https://tramites.gob.gt/servicio/2447/
2448,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",LICENCIA DE SERVICIO EXCLUSIVO PARA TRABAJADORES AGRÍCOLAS E INDUSTRIALES,https://dgt.gob.gt/wp-content/uploads/2022/05/Servicio-exclusivo-para-trabajadores-agricolas.pdf,https://tramites.gob.gt/servicio/2448/
2449,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",REGISTRO DE PILOTOS,https://dgt.gob.gt/wp-content/uploads/2022/07/Registro-de-pilotos.pdf,https://tramites.gob.gt/servicio/2449/
2450,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",REGISTRO DE TRANSPORTE DE CARGA,https://dgt.gob.gt/wp-content/uploads/2022/05/Registro-de-vehiculos.pdf,https://tramites.gob.gt/servicio/2450/
2451,Ministerio de Energía y Minas -MEM-,Calificación y aplicación de incentivos fiscales para proyectos que utilizan recursos energéticos renovables -geotérmica-,https://mem.gob.gt/energias-renovables/,https://tramites.gob.gt/servicio/2451/
2453,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de datos fases lunares,https://forms.gle/65RbHwfCFZka8eXY7,https://tramites.gob.gt/servicio/2453/
2454,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de datos sobre tormentas o depresiones tropicales,https://forms.gle/teUyPgRafK9EHAKTA,https://tramites.gob.gt/servicio/2454/
2455,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de condiciones atmosféricas,https://forms.gle/yfEvffdcW5sAH8Ur7,https://tramites.gob.gt/servicio/2455/
2456,Ministerio de Energía y Minas -MEM-,Licencia para encargado de protección radiológica -EPR-,https://mem.gob.gt/proteccion-radiologica-dpsr/,https://tramites.gob.gt/servicio/2456/
2457,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de charlas informativas,https://forms.gle/4pxRV2L4PqbSzmRPA,https://tramites.gob.gt/servicio/2457/
2458,Ministerio de Energía y Minas -MEM-,"Modificación de licencias de operación de instalaciones, práctica tipo I y práctica tipo II",https://mem.gob.gt/proteccion-radiologica-dpsr/,https://tramites.gob.gt/servicio/2458/
2459,"Ministerio de Comunicaciones, Infraestructura y Vivienda -MICIVI-",Solicitud de datos vulcanológicos,https://forms.gle/mnzVDU2NqE1qR2yh9,https://tramites.gob.gt/servicio/2459/
